"gene","X273614N","X378604X","BC187","DBVPG1106","DBVPG1373","DBVPG6765","L_1374","NCYC361","SK1","UWOPS05_217_3","UWOPS05_227_2","UWOPS83_787_3","UWOPS87_2421","Y12","Y55","YJM975","YJM978","YJM981","YPS128","YPS606","YS2","YS9"
"YAL001C","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096","  7037.096"
"YAL005C"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"," 55538.025"
"YAL021C"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"," 30772.055"
"YAL023C"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"," 23858.662"
"YAL029C","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728","  8298.728"
"YAL034C","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277","  7774.277"
"YAL035W"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"," 94328.384"
"YAL036C"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"," 30765.192"
"YAL039C"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"," 15575.522"
"YAL060W","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228","  7646.228"
"YAR002C-A","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809","  8208.809"
"YAR007C"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"," 41941.167"
"YAR008W","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135","  9289.135"
