,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YAL001C,11.437768997261697,10.8802126956374,10.6893425802001,10.7940618817044,9.95712869398007,10.9672379572015,10.730006364385,10.0243040494829,11.0914284184569,12.0266179236363,11.0209934232999,11.193299304452,10.668813993032698,10.482296221172401,10.9128014284673,8.60192910456495,9.3063177548713,10.449435580665302,11.094219100222599,10.7075715552101,9.3003623354628,10.6435582024182
YAL003W,102.383104437038,97.26626462598988,102.08042004220228,100.00781306520427,102.25237118592169,98.69116403944435,100.94195168341129,100.82167683503927,101.19470777196501,101.9412090264343,99.6251179763623,100.7578106393398,101.94379667236878,103.5624821296333,102.7682803492147,102.15285570354558,98.37362171537369,104.50249827425766,99.87123338373935,100.26551897824386,102.4219416701094,103.26231997041869
YAL005C,89.05468052368151,93.74320993974793,87.32375467353069,83.826060269992,84.783381039866,74.72524522548116,81.9776456996265,82.9720694813483,84.8833835757733,86.5966339081057,84.79491495737341,82.01824269369789,87.9245761284062,84.08969281315929,84.68375950883153,83.52728165606509,87.08184341519409,82.35475492514149,85.65267101557049,83.4795180412287,82.17322339667759,85.9106252965951
YAL007C,11.725308303393302,11.577390917114801,11.908792389597599,11.792390702237402,11.1577953293847,11.8045062933484,11.544773975441899,11.6930953231247,11.455162901945698,11.5830127843117,11.8191497352142,11.320206887534098,11.982900798492,11.7179230997454,11.7886792402311,11.8603975540852,11.4640594889545,11.908530378541698,11.737843259428999,11.779831355273199,11.7227191127545,11.904889515378699
YAL012W,83.70750977030258,84.55082668197987,88.39974645968319,84.45682449404336,87.07537439444954,89.30185801624866,87.49739906576372,88.82497755785855,90.05820779578615,84.99021276762076,86.42793983917166,86.52635316218674,85.45921529931897,89.40694507945196,87.80879816211933,87.19475112456513,91.23702291661509,89.31785011735913,85.92114465567379,87.15539439543505,85.83435133742537,91.57315969045412
YAL016W,11.0728930317978,11.3920116478738,9.57493856233731,11.2999865233389,11.412715393703802,11.046081820476301,11.133784159932802,11.2124498584645,11.3856544825142,10.0902859455453,11.765870083026499,11.2231314236346,11.1020966031506,11.5986677326519,10.545697991572801,11.4698470713538,11.0621924338865,11.2720059630273,11.553055104500402,11.702779383078699,11.219790843626,12.1305430364661
YAL021C,47.3059994572085,47.2857261280413,46.8540262046904,46.37016321773591,46.6633714878967,47.3748838370592,45.44926307862921,46.7600127318737,46.890327940631906,47.959550039515,46.8546643603252,48.553394269597796,45.8647249162961,47.7041549754805,47.2796136518605,45.816616799005395,44.868121781566714,46.744244954098185,47.390176589610604,47.8832792605144,45.8891471699378,47.9442741526885
YAL023C,35.9514063536161,36.8614997171559,36.0621543194673,36.4096399450065,35.9157954972545,36.0210345132694,35.4899194627183,36.3901090278168,35.5193048458606,37.067362085621205,36.50465050163631,37.0579269824598,36.9806184522061,36.629018131665795,36.4366324054604,36.1335237727023,35.654600560209296,35.5913447282401,36.366473411318005,36.57514248506,36.438433697700894,37.9661022881425
YAL029C,12.9096537914013,12.122524039549301,12.3711471220591,12.6208622081041,12.632403864215698,12.695331072239801,12.865814491812902,12.664157294793599,12.8405228815954,12.9189569640497,12.2896298296979,12.9895172989469,12.483364548269,12.395935575467,12.525167544910701,12.539740060315198,12.7255010801342,12.7436595756414,12.467956100785802,12.535099204542501,12.762968141229802,12.731280976170499
YAL034C,11.965477159016901,11.4491760162291,10.6710623830502,12.042381009171299,11.449313387979,12.161077947904301,11.834821386821101,11.850646646077301,12.159456211479599,11.5300597718816,12.0061693966578,11.7653300527388,11.8601842753975,11.649553357182802,11.697611874066999,11.755237039509499,11.898849445028501,12.2839511575472,11.8662362415236,11.884923932302598,12.2815805438318,12.0160106472417
